days_dormant,incoming_amount_thb,outflow_ratio_24h,dwell_time_mins,label,account_id
15,4615.59,0.316,672.6,Normal,ACC004446
12,15579.43,0.337,583.5,Normal,ACC003183
12,6889.94,0.258,167.2,Normal,ACC007654
21,9151.72,0.525,221.2,Normal,ACC003675
6,10316.36,0.574,1328.1,Normal,ACC008368
2,4688.87,0.343,1388.2,Normal,ACC005003
23,3055.64,0.499,790.5,Normal,ACC001482
9,7934.68,0.35,1375.5,Normal,ACC003298
11,18209.0,0.368,1252.3,Normal,ACC004305
3,15289.89,0.286,442.2,Normal,ACC003216
27,10510.87,0.133,793.0,Normal,ACC008319
15,9392.74,0.249,318.0,Normal,ACC008041
16,14861.64,0.563,709.8,Normal,ACC003939
628,379118.52,0.95,30.1,Dormant_Mule,ACC009911
3,11174.24,0.31,1320.6,Normal,ACC007335
14,1959.94,0.294,1232.8,Normal,ACC007747
561,39128.78,0.692,927.5,Legitimate_Awakening,ACC008942
10,1461.17,0.29,349.7,Normal,ACC008473
12,7987.3,0.566,212.4,Normal,ACC000298
558,15901.05,0.311,1656.6,Legitimate_Awakening,ACC009000
19,12014.58,0.128,1421.2,Normal,ACC007180
13,4275.66,0.308,712.5,Normal,ACC001938
0,17622.13,0.431,522.3,Normal,ACC006596
17,18568.32,0.271,974.9,Normal,ACC007975
18,14425.39,0.315,1080.5,Normal,ACC006238
12,18338.91,0.587,466.1,Normal,ACC004097
6,8719.3,0.504,1175.7,Normal,ACC007808
29,4147.17,0.274,1017.3,Normal,ACC004122
8,11086.21,0.573,309.2,Normal,ACC008635
19,16108.0,0.342,877.5,Normal,ACC004847
24,1527.69,0.477,125.9,Normal,ACC007107
421,55932.37,0.484,2269.6,Legitimate_Awakening,ACC009157
13,7204.54,0.407,1256.3,Normal,ACC003443
19,885.25,0.312,257.8,Normal,ACC006249
19,778.4,0.401,862.7,Normal,ACC002673
2,14468.91,0.212,249.9,Normal,ACC002510
13,17440.77,0.368,1112.5,Normal,ACC003003
277,58334.18,0.424,339.5,Legitimate_Awakening,ACC009821
28,16392.65,0.262,1416.6,Normal,ACC003672
23,4028.15,0.434,885.6,Normal,ACC008464
18,15956.92,0.402,771.2,Normal,ACC001988
3,19462.19,0.324,329.9,Normal,ACC000835
21,3005.83,0.144,1226.7,Normal,ACC003286
189,52974.36,0.632,2813.3,Legitimate_Awakening,ACC008963
20,4228.07,0.497,1396.0,Normal,ACC004914
4,18145.48,0.256,291.8,Normal,ACC006084
21,13351.71,0.383,133.8,Normal,ACC005203
27,4117.75,0.534,1145.1,Normal,ACC000351
7,10180.99,0.467,1401.9,Normal,ACC007493
14,6051.16,0.288,1118.3,Normal,ACC001735
771,398740.1,0.975,41.9,Dormant_Mule,ACC009864
18,6633.86,0.417,1028.9,Normal,ACC004603
29,17095.02,0.58,354.5,Normal,ACC006998
284,52631.01,0.46,2427.5,Legitimate_Awakening,ACC009666
3,8872.18,0.531,319.0,Normal,ACC003945
4,4237.16,0.401,379.6,Normal,ACC007074
4,585.29,0.585,1365.4,Normal,ACC005393
28,12732.68,0.251,1397.8,Normal,ACC002496
18,18606.56,0.243,488.1,Normal,ACC006646
0,16940.64,0.105,1257.4,Normal,ACC004349
25,16901.59,0.118,989.1,Normal,ACC001841
9,9382.28,0.115,1280.5,Normal,ACC002202
11,5649.31,0.475,354.7,Normal,ACC004906
21,18241.56,0.535,856.9,Normal,ACC002826
358,48009.72,0.455,2438.9,Legitimate_Awakening,ACC009740
3,5060.99,0.205,1251.5,Normal,ACC001108
683,16092.13,0.352,2481.8,Legitimate_Awakening,ACC009664
25,2996.48,0.598,1140.2,Normal,ACC005647
216,15307.64,0.603,699.5,Legitimate_Awakening,ACC008935
7,17839.95,0.46,1227.4,Normal,ACC008685
9,15828.96,0.161,273.7,Normal,ACC003153
579,42882.15,0.467,2344.5,Legitimate_Awakening,ACC008926
20,18819.88,0.314,593.0,Normal,ACC003658
16,3954.14,0.282,613.0,Normal,ACC003340
12,3978.31,0.311,678.0,Normal,ACC007205
15,11155.71,0.398,1001.6,Normal,ACC008525
8,12743.36,0.499,1359.8,Normal,ACC005965
2,2417.31,0.586,1266.3,Normal,ACC006463
23,12788.64,0.231,488.7,Normal,ACC004956
23,13794.82,0.544,1034.1,Normal,ACC001758
343,39723.74,0.514,2674.3,Legitimate_Awakening,ACC009458
9,3646.78,0.436,1187.8,Normal,ACC005040
10,14984.42,0.373,458.7,Normal,ACC004247
26,6087.78,0.546,1115.2,Normal,ACC006763
12,9899.8,0.198,926.2,Normal,ACC000648
214,58381.28,0.561,2319.8,Legitimate_Awakening,ACC009341
28,6080.97,0.526,907.8,Normal,ACC008352
432,58129.3,0.347,2596.6,Legitimate_Awakening,ACC009582
29,17866.17,0.595,591.2,Normal,ACC008597
564,48745.78,0.662,845.7,Legitimate_Awakening,ACC009111
8,5272.53,0.541,669.0,Normal,ACC002012
23,7643.41,0.118,1313.7,Normal,ACC003276
6,10397.42,0.376,1060.3,Normal,ACC004179
525,56389.65,0.526,1262.8,Legitimate_Awakening,ACC009850
4,13819.47,0.581,516.8,Normal,ACC004838
8,7635.04,0.215,408.2,Normal,ACC001623
10,13779.49,0.329,790.2,Normal,ACC008444
26,14141.62,0.453,1044.0,Normal,ACC007724
19,6711.28,0.157,932.1,Normal,ACC007211
29,3367.92,0.153,562.8,Normal,ACC007472
19,10053.67,0.369,460.1,Normal,ACC002874
29,690.56,0.49,1202.2,Normal,ACC004881
19,16968.71,0.26,1214.2,Normal,ACC000291
21,5915.45,0.194,464.9,Normal,ACC003380
21,13066.5,0.46,911.8,Normal,ACC007792
433,486709.21,0.957,40.1,Dormant_Mule,ACC009913
24,4254.08,0.509,599.3,Normal,ACC005153
10,14929.73,0.575,387.9,Normal,ACC000556
437,19803.39,0.41,867.5,Legitimate_Awakening,ACC009756
19,9625.71,0.164,977.4,Normal,ACC002987
4,1780.52,0.15,557.1,Normal,ACC006962
602,189908.92,0.963,18.6,Dormant_Mule,ACC009988
12,1950.75,0.508,1266.4,Normal,ACC003329
19,14085.0,0.218,545.5,Normal,ACC005920
7,12680.94,0.291,391.5,Normal,ACC000515
19,14625.53,0.195,1297.8,Normal,ACC001882
19,6177.97,0.533,1104.5,Normal,ACC005890
17,1941.97,0.502,1436.5,Normal,ACC007705
15,12532.99,0.377,236.8,Normal,ACC004970
19,13723.22,0.372,577.9,Normal,ACC001050
5,3796.63,0.487,291.2,Normal,ACC002620
19,16627.39,0.587,1236.2,Normal,ACC006634
21,4148.46,0.405,363.3,Normal,ACC007562
7,6890.68,0.288,1304.1,Normal,ACC004769
20,4400.21,0.33,470.2,Normal,ACC006818
23,4573.91,0.436,593.4,Normal,ACC000074
13,10699.78,0.279,1277.9,Normal,ACC000208
518,31914.02,0.308,315.7,Legitimate_Awakening,ACC009171
24,5125.92,0.151,321.8,Normal,ACC000188
7,2667.75,0.12,561.0,Normal,ACC007776
23,1622.65,0.489,625.7,Normal,ACC002933
17,8809.39,0.376,910.5,Normal,ACC001920
3,19871.03,0.439,426.0,Normal,ACC003410
7,7918.5,0.388,942.8,Normal,ACC007898
29,18664.87,0.377,1343.6,Normal,ACC005387
22,4160.59,0.144,1042.6,Normal,ACC000956
2,17958.13,0.587,1202.1,Normal,ACC008611
13,1259.96,0.524,1260.3,Normal,ACC003652
334,26463.98,0.334,1044.9,Legitimate_Awakening,ACC009433
503,424231.41,0.963,21.8,Dormant_Mule,ACC009875
4,7371.86,0.51,572.6,Normal,ACC007027
12,5077.38,0.527,1071.8,Normal,ACC005612
9,1934.84,0.275,943.6,Normal,ACC008237
12,16330.31,0.492,1020.5,Normal,ACC005141
423,47236.78,0.63,1823.5,Legitimate_Awakening,ACC009262
10,6129.53,0.278,1069.1,Normal,ACC000273
18,6938.04,0.153,1378.5,Normal,ACC001355
25,2873.82,0.415,401.8,Normal,ACC007224
25,11639.51,0.104,981.8,Normal,ACC004536
20,16608.32,0.491,1055.5,Normal,ACC000467
27,13119.77,0.443,1144.9,Normal,ACC002810
5,15045.38,0.421,449.4,Normal,ACC005438
10,13498.71,0.181,865.9,Normal,ACC000796
18,2002.12,0.114,1287.1,Normal,ACC003303
12,18267.09,0.351,476.0,Normal,ACC006320
0,14347.16,0.128,953.9,Normal,ACC004585
23,16712.62,0.237,840.9,Normal,ACC002898
17,8172.6,0.523,182.0,Normal,ACC006144
29,11117.54,0.103,548.5,Normal,ACC000420
16,1299.42,0.54,208.4,Normal,ACC004368
3,5743.06,0.222,512.2,Normal,ACC004723
16,4384.94,0.305,822.2,Normal,ACC008217
609,131333.31,0.98,1.7,Dormant_Mule,ACC009964
10,12785.36,0.309,310.5,Normal,ACC001653
13,5432.58,0.358,1436.2,Normal,ACC006304
8,7172.63,0.197,861.8,Normal,ACC001788
8,9121.55,0.478,489.1,Normal,ACC007197
14,11706.83,0.38,1134.7,Normal,ACC005150
14,9580.81,0.487,1327.8,Normal,ACC001039
11,19407.51,0.467,1043.5,Normal,ACC001370
1,7628.68,0.288,1101.1,Normal,ACC005046
20,9333.46,0.356,1061.2,Normal,ACC002974
17,12189.49,0.551,625.8,Normal,ACC001227
13,14945.78,0.401,1006.6,Normal,ACC003475
19,10345.37,0.576,1042.1,Normal,ACC004591
19,15115.77,0.355,1190.3,Normal,ACC003412
18,6228.63,0.121,961.0,Normal,ACC001046
8,1964.9,0.368,1247.9,Normal,ACC001948
22,13137.58,0.159,1369.3,Normal,ACC005687
681,28999.46,0.608,2563.7,Legitimate_Awakening,ACC008931
14,2664.06,0.417,1137.4,Normal,ACC000750
23,14905.5,0.253,469.9,Normal,ACC001421
4,19587.69,0.54,489.5,Normal,ACC002682
412,41165.19,0.417,2309.7,Legitimate_Awakening,ACC009803
17,17963.48,0.555,534.3,Normal,ACC001061
200,59316.66,0.474,2616.5,Legitimate_Awakening,ACC009494
5,717.18,0.265,160.3,Normal,ACC007854
11,5674.18,0.255,816.8,Normal,ACC003664
354,20482.11,0.442,325.1,Legitimate_Awakening,ACC009503
14,7834.92,0.2,666.6,Normal,ACC003628
3,17360.88,0.222,980.3,Normal,ACC000500
5,8051.55,0.323,1420.4,Normal,ACC004929
1,7043.37,0.588,1273.1,Normal,ACC002343
15,601.64,0.567,795.2,Normal,ACC004522
6,1723.08,0.508,773.1,Normal,ACC002340
8,15498.01,0.598,455.3,Normal,ACC007048
18,8672.35,0.592,885.4,Normal,ACC007406
1,13475.04,0.22,909.5,Normal,ACC007608
5,10538.86,0.534,1435.8,Normal,ACC006475
1,5095.06,0.547,363.2,Normal,ACC002903
6,2921.17,0.162,278.6,Normal,ACC007909
532,15308.95,0.515,1722.8,Legitimate_Awakening,ACC009474
6,8835.0,0.219,125.5,Normal,ACC004860
20,3047.37,0.286,154.1,Normal,ACC001839
16,4357.63,0.339,708.0,Normal,ACC007047
21,8359.19,0.573,445.4,Normal,ACC003442
21,8322.39,0.574,643.5,Normal,ACC001595
13,16796.57,0.444,796.6,Normal,ACC002543
199,19427.72,0.536,2213.4,Legitimate_Awakening,ACC009119
9,9809.62,0.401,887.9,Normal,ACC001209
0,19705.63,0.404,781.0,Normal,ACC005750
10,6817.53,0.439,863.4,Normal,ACC003151
8,4109.98,0.53,1367.2,Normal,ACC006679
541,31069.42,0.314,665.5,Legitimate_Awakening,ACC009709
22,13357.33,0.555,1416.8,Normal,ACC002313
19,10945.47,0.398,743.0,Normal,ACC007089
9,14783.06,0.281,1034.9,Normal,ACC004601
25,13130.54,0.115,935.9,Normal,ACC001789
7,5752.69,0.242,283.7,Normal,ACC004159
464,39321.62,0.664,316.8,Legitimate_Awakening,ACC009330
521,24844.14,0.396,399.7,Legitimate_Awakening,ACC009289
24,7459.28,0.277,1213.7,Normal,ACC000902
18,14869.72,0.587,621.7,Normal,ACC008014
24,2663.24,0.404,732.6,Normal,ACC007206
0,7088.21,0.122,1314.5,Normal,ACC007077
7,5686.62,0.517,1208.1,Normal,ACC007540
14,1849.76,0.459,315.0,Normal,ACC008174
0,16880.55,0.583,694.9,Normal,ACC004547
18,10146.17,0.356,755.6,Normal,ACC000803
18,2629.34,0.331,1358.1,Normal,ACC004447
23,3242.02,0.162,1259.2,Normal,ACC006089
21,7225.64,0.168,535.6,Normal,ACC006033
5,17539.49,0.126,1293.7,Normal,ACC003833
12,5958.51,0.42,537.4,Normal,ACC008154
18,14342.97,0.391,381.5,Normal,ACC003937
13,9010.74,0.391,809.1,Normal,ACC003712
10,18058.03,0.353,538.2,Normal,ACC005221
7,8537.37,0.254,323.4,Normal,ACC005993
600,24789.44,0.425,1816.4,Legitimate_Awakening,ACC008912
29,16695.42,0.134,680.1,Normal,ACC000513
21,12623.67,0.395,1401.0,Normal,ACC004803
28,1287.79,0.265,1083.5,Normal,ACC005843
448,32933.96,0.632,1388.4,Legitimate_Awakening,ACC009200
7,17254.65,0.159,493.9,Normal,ACC006846
8,19437.9,0.493,836.5,Normal,ACC003635
10,7715.48,0.375,1162.8,Normal,ACC001201
4,3339.76,0.117,740.7,Normal,ACC002702
14,9520.9,0.509,1022.0,Normal,ACC001726
501,32713.29,0.437,1121.8,Legitimate_Awakening,ACC009251
26,19001.54,0.279,980.5,Normal,ACC003946
1,5198.81,0.213,769.1,Normal,ACC008706
457,53868.88,0.553,864.9,Legitimate_Awakening,ACC009831
25,8465.5,0.274,1128.0,Normal,ACC003056
4,17112.53,0.343,329.3,Normal,ACC007436
10,15990.14,0.426,426.4,Normal,ACC004360
26,17068.44,0.579,1385.6,Normal,ACC003364
15,1547.09,0.153,349.2,Normal,ACC001806
14,7802.32,0.383,1172.3,Normal,ACC006230
28,2354.63,0.308,1130.3,Normal,ACC005842
28,18676.17,0.195,560.0,Normal,ACC008262
20,1701.36,0.181,1301.4,Normal,ACC002093
13,2967.18,0.213,427.2,Normal,ACC008450
15,15133.4,0.436,135.8,Normal,ACC007741
1,7574.33,0.196,954.0,Normal,ACC008543
17,5602.12,0.134,550.5,Normal,ACC008448
25,10020.09,0.325,557.6,Normal,ACC004788
6,13850.4,0.309,241.3,Normal,ACC008077
7,7575.88,0.401,1240.2,Normal,ACC001786
22,7822.22,0.349,572.9,Normal,ACC002716
8,16944.99,0.44,1246.4,Normal,ACC008483
23,3651.52,0.416,1338.7,Normal,ACC005830
28,11713.0,0.155,355.2,Normal,ACC003987
27,8879.37,0.198,1205.2,Normal,ACC006715
23,5436.47,0.504,340.6,Normal,ACC002975
5,2251.48,0.302,1203.5,Normal,ACC005175
4,18951.54,0.342,614.4,Normal,ACC005117
12,5886.25,0.456,920.3,Normal,ACC006022
0,15286.96,0.425,354.7,Normal,ACC004244
7,9559.36,0.472,937.7,Normal,ACC002357
5,9709.5,0.54,404.8,Normal,ACC000753
29,10643.31,0.171,1143.5,Normal,ACC000734
20,11456.0,0.556,712.8,Normal,ACC005306
16,18536.03,0.22,530.2,Normal,ACC006157
23,6890.22,0.562,1286.2,Normal,ACC006302
21,4891.86,0.166,646.5,Normal,ACC000564
8,11840.96,0.191,494.3,Normal,ACC005975
25,17190.06,0.384,1193.5,Normal,ACC006306
15,3791.8,0.527,137.5,Normal,ACC001361
12,19948.22,0.493,481.2,Normal,ACC005737
25,1595.8,0.56,654.5,Normal,ACC005638
5,2327.63,0.49,1428.8,Normal,ACC003817
5,1159.78,0.473,699.2,Normal,ACC008299
196,17788.24,0.422,2648.9,Legitimate_Awakening,ACC009162
18,9687.74,0.187,619.3,Normal,ACC007527
10,2319.37,0.319,150.4,Normal,ACC005341
22,3379.3,0.397,435.1,Normal,ACC008738
1,552.08,0.498,586.8,Normal,ACC006175
18,14850.45,0.238,963.6,Normal,ACC001573
20,6268.36,0.134,1302.3,Normal,ACC003367
16,5898.96,0.123,1348.7,Normal,ACC001333
14,4058.1,0.306,826.4,Normal,ACC008748
25,6033.04,0.318,956.6,Normal,ACC001999
14,6594.33,0.183,303.1,Normal,ACC007190
28,4382.32,0.274,938.7,Normal,ACC001541
17,11750.95,0.14,915.2,Normal,ACC006091
12,4824.62,0.302,1407.8,Normal,ACC006550
3,18791.33,0.43,880.0,Normal,ACC007181
13,4713.4,0.308,619.7,Normal,ACC007902
27,4860.25,0.567,574.9,Normal,ACC001906
17,8857.56,0.22,952.2,Normal,ACC006215
24,5111.24,0.273,1113.9,Normal,ACC003429
24,11752.84,0.103,1061.2,Normal,ACC007774
430,56222.07,0.606,1091.4,Legitimate_Awakening,ACC009730
3,7742.47,0.233,972.8,Normal,ACC000498
2,12131.51,0.495,173.4,Normal,ACC007579
0,4680.93,0.235,446.8,Normal,ACC000883
28,518.39,0.479,1420.5,Normal,ACC002844
29,17970.29,0.531,324.1,Normal,ACC006622
27,15995.22,0.476,1363.8,Normal,ACC004410
27,6324.11,0.533,1105.7,Normal,ACC002353
27,6170.44,0.444,740.8,Normal,ACC003013
21,780.44,0.482,943.3,Normal,ACC000968
518,26135.71,0.635,736.7,Legitimate_Awakening,ACC009394
23,1289.51,0.301,1354.5,Normal,ACC002902
377,16439.93,0.499,2522.5,Legitimate_Awakening,ACC009456
18,11113.07,0.167,127.1,Normal,ACC007387
26,3920.04,0.425,1120.3,Normal,ACC007175
5,890.29,0.373,571.0,Normal,ACC004338
6,13009.96,0.575,626.5,Normal,ACC008049
27,15607.11,0.357,133.9,Normal,ACC004297
25,16051.53,0.269,458.1,Normal,ACC005185
0,17859.19,0.244,605.5,Normal,ACC000757
28,17735.77,0.271,285.0,Normal,ACC006760
23,13426.67,0.526,460.5,Normal,ACC002372
12,9128.58,0.423,772.2,Normal,ACC002976
26,4532.53,0.49,1182.0,Normal,ACC005315
2,9277.41,0.39,1122.3,Normal,ACC000674
29,5500.54,0.361,1020.7,Normal,ACC007086
8,5013.34,0.289,1165.6,Normal,ACC006695
4,11533.27,0.563,153.6,Normal,ACC005389
22,15837.6,0.18,178.2,Normal,ACC002701
10,11835.21,0.479,471.2,Normal,ACC003879
10,18998.8,0.421,1277.5,Normal,ACC003115
8,17655.17,0.125,425.0,Normal,ACC001291
6,18413.55,0.382,589.0,Normal,ACC006944
2,9713.46,0.585,842.5,Normal,ACC006150
26,19566.37,0.323,462.7,Normal,ACC007267
17,5519.52,0.291,590.1,Normal,ACC003782
17,5444.89,0.335,769.7,Normal,ACC001148
7,10722.61,0.236,1247.9,Normal,ACC004799
1,10884.04,0.157,845.0,Normal,ACC003762
15,15467.59,0.338,402.5,Normal,ACC008496
24,19881.28,0.444,165.4,Normal,ACC004771
5,15917.85,0.357,827.8,Normal,ACC006993
19,5030.31,0.24,1402.8,Normal,ACC005515
14,11175.37,0.361,1077.9,Normal,ACC006860
28,7533.71,0.341,505.4,Normal,ACC004433
8,4134.2,0.43,847.6,Normal,ACC004070
669,16275.16,0.496,2757.3,Legitimate_Awakening,ACC008865
22,7839.56,0.436,1152.8,Normal,ACC002730
4,2212.77,0.431,913.1,Normal,ACC008304
10,15414.71,0.139,898.8,Normal,ACC008107
436,59091.09,0.518,1038.9,Legitimate_Awakening,ACC009718
1,2014.13,0.296,323.2,Normal,ACC003441
274,35641.06,0.512,2376.3,Legitimate_Awakening,ACC008925
9,17472.72,0.28,912.3,Normal,ACC002735
27,15497.6,0.551,709.2,Normal,ACC001868
7,5485.49,0.282,1233.7,Normal,ACC001777
22,10371.67,0.369,1100.3,Normal,ACC004041
28,4747.42,0.546,1001.5,Normal,ACC006934
19,2111.77,0.417,405.8,Normal,ACC005701
29,5347.32,0.167,672.5,Normal,ACC000494
7,17965.23,0.153,1052.6,Normal,ACC002307
28,6792.33,0.422,1244.0,Normal,ACC002534
25,11837.71,0.465,432.5,Normal,ACC006745
26,2585.05,0.347,1273.7,Normal,ACC003650
1,7401.16,0.546,339.0,Normal,ACC003103
5,14585.17,0.166,902.1,Normal,ACC004765
28,1696.21,0.457,942.9,Normal,ACC001851
14,14429.37,0.331,1335.7,Normal,ACC000836
29,2740.22,0.39,1033.3,Normal,ACC005320
13,8829.08,0.217,1432.8,Normal,ACC002725
2,1091.17,0.482,1222.8,Normal,ACC004716
9,16100.79,0.484,779.8,Normal,ACC008501
10,7463.11,0.134,435.8,Normal,ACC008467
18,5580.09,0.423,275.2,Normal,ACC003047
2,2932.35,0.194,583.2,Normal,ACC002576
2,11665.03,0.268,360.2,Normal,ACC004703
187,55646.6,0.389,453.1,Legitimate_Awakening,ACC009081
22,13619.08,0.562,1197.7,Normal,ACC003722
15,14127.33,0.548,711.9,Normal,ACC004463
19,13154.48,0.297,1019.1,Normal,ACC008791
10,6881.87,0.451,699.6,Normal,ACC004556
27,19679.56,0.23,1400.0,Normal,ACC001076
22,5735.26,0.343,611.9,Normal,ACC000072
16,5071.3,0.273,159.7,Normal,ACC001045
2,1497.73,0.216,769.4,Normal,ACC001557
11,3043.8,0.106,323.2,Normal,ACC001901
1,16780.95,0.211,1257.4,Normal,ACC008803
551,432998.44,0.953,5.7,Dormant_Mule,ACC009994
18,17843.52,0.557,728.1,Normal,ACC005127
289,35143.91,0.687,1497.5,Legitimate_Awakening,ACC009223
10,2748.59,0.18,1111.3,Normal,ACC006309
7,5702.89,0.2,165.3,Normal,ACC008761
17,10429.96,0.158,741.0,Normal,ACC006188
18,14015.21,0.131,1095.3,Normal,ACC006809
9,15768.2,0.248,862.9,Normal,ACC003992
3,5697.24,0.288,1083.6,Normal,ACC008571
22,16695.4,0.116,980.4,Normal,ACC008513
28,5585.43,0.556,144.0,Normal,ACC006074
24,11057.97,0.109,201.8,Normal,ACC004170
11,6910.55,0.46,969.8,Normal,ACC002540
22,8016.93,0.273,901.4,Normal,ACC005941
17,2490.46,0.401,1273.4,Normal,ACC002573
16,19911.87,0.323,560.3,Normal,ACC000459
12,18007.02,0.275,847.7,Normal,ACC002327
7,8768.12,0.257,1227.9,Normal,ACC006960
18,2558.86,0.596,442.3,Normal,ACC004174
3,13314.94,0.309,747.0,Normal,ACC007545
505,52804.46,0.318,2638.1,Legitimate_Awakening,ACC009306
866,449601.97,0.989,14.2,Dormant_Mule,ACC009887
15,972.02,0.274,1072.8,Normal,ACC002091
11,5997.77,0.322,345.9,Normal,ACC002397
29,18115.05,0.135,196.8,Normal,ACC001956
19,17806.82,0.187,554.9,Normal,ACC007372
29,8452.75,0.342,1349.3,Normal,ACC007648
29,10231.61,0.113,317.9,Normal,ACC005667
28,1199.65,0.241,980.9,Normal,ACC007815
5,17049.41,0.185,1051.8,Normal,ACC004981
6,9620.78,0.278,846.7,Normal,ACC005290
20,13907.86,0.278,438.3,Normal,ACC004228
0,2030.6,0.46,578.8,Normal,ACC004994
28,8162.7,0.526,1316.3,Normal,ACC003265
21,3457.82,0.373,1334.4,Normal,ACC004398
15,6746.38,0.52,610.8,Normal,ACC007761
24,1034.7,0.296,814.1,Normal,ACC000676
27,14845.43,0.599,1351.7,Normal,ACC000553
23,7244.25,0.118,1105.0,Normal,ACC001455
27,17563.17,0.407,368.4,Normal,ACC003022
21,1594.57,0.508,938.7,Normal,ACC005324
3,10933.0,0.172,1154.9,Normal,ACC000893
7,11936.1,0.297,600.6,Normal,ACC007227
26,14285.65,0.427,1271.7,Normal,ACC001525
15,12221.11,0.455,1374.8,Normal,ACC002583
24,18477.19,0.495,385.0,Normal,ACC003920
3,585.83,0.1,743.4,Normal,ACC004530
3,13742.06,0.337,1104.6,Normal,ACC007304
686,26058.84,0.606,526.5,Legitimate_Awakening,ACC009419
10,1357.98,0.467,181.3,Normal,ACC007596
26,503.67,0.185,634.5,Normal,ACC000621
360,52124.85,0.402,1841.7,Legitimate_Awakening,ACC009615
20,19631.8,0.425,1181.8,Normal,ACC000975
10,2232.6,0.345,938.9,Normal,ACC004965
27,16676.11,0.226,796.9,Normal,ACC008338
5,3327.36,0.192,203.4,Normal,ACC006720
4,19153.71,0.296,674.6,Normal,ACC003988
11,949.72,0.362,647.8,Normal,ACC000006
13,8540.19,0.218,1218.9,Normal,ACC004534
12,11796.63,0.345,971.1,Normal,ACC001017
22,8883.83,0.149,634.3,Normal,ACC005375
22,8203.39,0.59,265.7,Normal,ACC006816
25,10123.85,0.54,644.4,Normal,ACC002634
27,7514.71,0.183,1231.5,Normal,ACC008309
28,2512.78,0.408,272.5,Normal,ACC005878
19,12641.47,0.375,1306.2,Normal,ACC008668
21,12549.67,0.271,1273.5,Normal,ACC001224
16,6191.37,0.552,355.2,Normal,ACC008712
9,6917.37,0.367,201.4,Normal,ACC003160
3,5923.19,0.192,776.7,Normal,ACC001722
21,18268.08,0.386,754.1,Normal,ACC005109
4,12914.27,0.171,977.6,Normal,ACC005367
27,11925.0,0.19,1090.2,Normal,ACC002648
19,16636.71,0.1,526.3,Normal,ACC001351
28,8503.62,0.148,439.9,Normal,ACC007143
16,17053.53,0.342,1003.8,Normal,ACC006360
13,2317.67,0.123,267.3,Normal,ACC003731
8,16591.41,0.433,280.7,Normal,ACC000480
29,19582.46,0.489,146.5,Normal,ACC006838
28,6089.0,0.148,1297.2,Normal,ACC006609
0,9033.5,0.584,1379.5,Normal,ACC003427
28,7798.97,0.216,1090.0,Normal,ACC002150
7,9361.05,0.491,164.2,Normal,ACC008471
28,17185.05,0.357,259.5,Normal,ACC002085
8,14779.87,0.405,1202.8,Normal,ACC002628
14,9159.26,0.132,1170.3,Normal,ACC003366
23,4642.16,0.409,862.6,Normal,ACC008539
6,18455.03,0.584,833.5,Normal,ACC001799
6,6756.66,0.398,1434.4,Normal,ACC001334
26,18330.09,0.227,650.4,Normal,ACC006672
10,16326.73,0.247,709.2,Normal,ACC001551
13,3632.04,0.543,762.1,Normal,ACC008457
9,5889.4,0.289,991.4,Normal,ACC005145
20,8329.2,0.497,411.1,Normal,ACC001368
17,19455.87,0.409,1415.5,Normal,ACC002859
15,783.04,0.387,651.0,Normal,ACC002225
27,3101.08,0.155,1337.2,Normal,ACC003214
3,9026.46,0.445,168.0,Normal,ACC007798
26,13063.94,0.254,1226.8,Normal,ACC008090
25,13536.14,0.514,373.6,Normal,ACC008132
5,13809.54,0.266,780.8,Normal,ACC001309
20,15328.9,0.392,170.3,Normal,ACC005897
14,14744.75,0.462,953.6,Normal,ACC006992
4,1246.15,0.536,1112.9,Normal,ACC005865
6,14744.1,0.305,489.2,Normal,ACC003793
22,680.21,0.504,352.6,Normal,ACC002456
13,18440.74,0.235,609.0,Normal,ACC001862
5,2606.56,0.216,1110.3,Normal,ACC001342
5,848.53,0.267,362.7,Normal,ACC002999
4,13729.55,0.265,952.5,Normal,ACC008503
679,43011.76,0.666,1473.9,Legitimate_Awakening,ACC009621
4,11485.58,0.135,906.5,Normal,ACC005906
13,7870.27,0.558,1269.8,Normal,ACC006891
23,18492.29,0.101,1299.8,Normal,ACC003106
1,5041.64,0.358,1082.0,Normal,ACC006700
11,18878.75,0.592,245.4,Normal,ACC005134
24,13346.16,0.284,1152.2,Normal,ACC005073
18,8680.66,0.133,497.1,Normal,ACC007094
10,19726.25,0.116,994.5,Normal,ACC003996
16,3653.04,0.583,391.6,Normal,ACC001388
11,10704.93,0.244,1166.6,Normal,ACC000593
2,1918.36,0.495,407.5,Normal,ACC001894
1,1506.44,0.108,937.3,Normal,ACC008816
3,11026.93,0.181,1230.8,Normal,ACC000276
378,53242.7,0.664,765.0,Legitimate_Awakening,ACC009106
9,8628.12,0.437,296.1,Normal,ACC006632
16,10179.14,0.398,561.2,Normal,ACC000277
24,5731.6,0.395,1072.3,Normal,ACC001820
0,5807.02,0.103,566.9,Normal,ACC005765
17,7017.8,0.58,806.5,Normal,ACC003640
28,8623.03,0.361,192.1,Normal,ACC000822
8,18409.5,0.46,183.5,Normal,ACC008516
9,13751.26,0.134,903.7,Normal,ACC002421
11,8865.38,0.475,1116.0,Normal,ACC000113
5,13228.11,0.363,363.1,Normal,ACC004380
28,4244.82,0.552,381.5,Normal,ACC003095
14,16791.86,0.107,620.4,Normal,ACC000759
