tx_id,account_id,incoming_amount,outflow_ratio_24h,dwell_time_mins
TX06695,ACC_N0030,9422.59,0.428,176.5
TX02701,ACC_N0212,-1566.52,0.123,907.8
TX03115,ACC_N3305,3910.24,0.177,508.6
TX06944,ACC_N3050,12512.75,0.133,622.9
TX03762,ACC_N0348,19964.8,0.401,1187.4
TX08570,ACC_N3482,17879.62,0.532,551.2
TX04771,ACC_N3233,19818.89,0.185,202.7
TX08774,ACC_N0083,14194.82,0.477,493.4
TX02730,ACC_N0004,5166.98,0.276,294.9
TX08376,ACC_N0920,15934.02,0.45,1228.1
TX08107,ACC_N0232,2769.86,0.196,1067.7
TX09803,ACC_N1103,19214.53,0.158,225.5
TX03441,ACC_N1766,15198.48,0.11,422.6
TX09000,ACC_N3170,1452.03,0.284,762.8
TX02735,ACC_N1123,572.2,0.256,1267.9
TX01868,ACC_N1908,16340.36,0.482,1418.9
TX01777,ACC_N1681,9915.6,0.19,543.1
TX04041,ACC_N3301,1636.37,0.244,1234.5
TX06934,ACC_N2334,6422.8,0.563,444.0
TX05701,ACC_N1474,9873.07,0.534,1106.0
TX00494,ACC_A0340,54014.72,0.597,1704.8
TX02307,ACC_N2603,13754.24,0.348,511.2
TX02534,ACC_N1111,-8453.97,0.416,906.6
TX06745,ACC_N2894,2577.91,0.15,1194.4
TX03650,ACC_N0727,10826.67,0.204,156.4
TX03103,ACC_N2037,2684.23,0.544,1028.1
TX04765,ACC_N0435,5752.51,0.546,548.2
TX01851,ACC_N0284,8555.59,0.312,679.2
TX00836,ACC_A0090,20910.08,0.48,1672.3
TX05320,ACC_N0758,16750.86,0.579,1186.3
TX02725,ACC_N2838,11681.92,0.361,297.9
TX04716,ACC_N1770,9192.69,0.122,1039.0
TX08575,ACC_N0732,16849.05,0.429,1382.8
TX08540,ACC_N0354,18134.49,0.376,821.3
TX03047,ACC_N1256,6910.82,0.554,598.4
TX02576,ACC_N1790,17452.37,0.282,755.3
TX04703,ACC_N0039,14676.07,0.526,656.0
TX09157,ACC_N1924,5502.15,0.1,413.6
TX03722,ACC_N0497,3962.38,0.165,895.0
TX04463,ACC_N2764,17408.06,0.189,394.7
TX08865,ACC_N3137,13991.68,0.508,770.8
TX04556,ACC_N2544,18907.92,0.135,131.9
TX01076,ACC_A0337,57339.39,0.383,2813.6
TX00072,ACC_M024,139422.06,0.978,1.8
TX01045,ACC_A0398,29540.88,0.45,1370.2
TX08290,ACC_N3478,14284.02,0.395,773.7
TX01557,ACC_N0674,14659.17,0.204,456.5
TX01901,ACC_N1562,18385.8,0.51,1293.3
TX09070,ACC_N3379,13895.64,0.23,1312.6
TX00444,ACC_A0370,35956.51,0.658,2385.4
TX05127,ACC_N1559,10082.44,0.148,1413.8
TX09303,ACC_N2065,14009.24,0.591,348.0
TX06309,ACC_N2084,7966.73,0.587,1329.5
TX08835,ACC_N0226,14469.2,0.408,1357.9
TX06188,ACC_N0918,6182.0,0.458,1045.9
TX06809,ACC_N1390,13771.78,0.526,836.1
TX03992,ACC_N1906,14787.65,0.441,1126.2
TX08645,ACC_N1607,2066.17,0.164,1311.4
TX08702,ACC_N0247,17639.2,0.482,943.4
TX06074,ACC_N0379,10115.0,0.259,1126.2
TX04170,ACC_N2655,6220.3,0.463,802.0
TX02540,ACC_N3248,10527.43,0.192,837.2
TX05941,ACC_N0691,14029.99,0.187,1290.6
TX02573,ACC_N1958,19469.48,0.417,1279.0
TX00459,ACC_A0073,38182.82,0.52,384.2
TX02327,ACC_N1502,5797.45,0.123,652.0
TX06960,ACC_N0841,16782.96,0.105,176.0
TX04174,ACC_N1970,8696.5,0.28,1278.4
TX07545,ACC_N1144,4082.7,0.33,262.6
TX09388,ACC_N1578,13480.64,0.145,730.6
TX09972,ACC_N1450,16480.59,0.421,1132.2
TX02091,ACC_N1507,3709.69,0.297,1429.7
TX02397,ACC_N1831,10172.83,0.114,982.1
TX01956,ACC_N0610,8656.68,0.59,1379.8
TX07372,ACC_N0086,11572.9,0.256,950.9
TX07648,ACC_N2817,3289.68,0.594,1338.5
TX05667,ACC_N1945,12736.37,0.365,517.5
TX07815,ACC_N0500,14383.08,0.165,874.0
TX04981,ACC_N1006,6359.53,0.355,1266.2
TX05290,ACC_N3346,4613.08,0.433,489.3
TX04228,ACC_N1041,8471.46,0.428,1345.6
TX04994,ACC_N3487,16522.16,0.434,427.2
TX03265,ACC_N1572,845.42,0.139,1123.8
TX04398,ACC_N0798,8917.37,0.448,167.1
TX07761,ACC_N3050,13593.43,0.55,1032.2
TX00676,ACC_A0136,36590.16,0.6,2687.8
TX00553,ACC_A0332,45743.27,0.541,994.1
TX01455,ACC_N2756,14137.12,0.224,695.1
TX03022,ACC_N2524,16206.59,0.373,875.4
TX05324,ACC_N3336,10792.24,0.325,1391.1
TX00893,ACC_A0148,21566.49,0.489,2555.4
TX07227,ACC_N1899,10532.35,0.304,1295.5
TX01525,ACC_N2129,14850.4,0.576,825.2
TX02583,ACC_N1343,9199.91,0.561,208.1
TX03920,ACC_N1767,17807.07,0.114,377.2
TX04530,ACC_N0829,8155.46,0.353,1169.8
TX07304,ACC_N2229,6092.85,0.325,361.5
TX09502,ACC_N2468,10973.05,0.387,200.8
TX07596,ACC_N1869,12537.18,0.421,1003.0
TX00621,ACC_A0390,43752.72,0.69,2713.1
TX09699,ACC_N2128,19293.62,0.526,1202.1
TX00975,ACC_A0144,44475.42,0.632,1445.2
TX04965,ACC_N0443,14841.01,0.574,141.6
TX08410,ACC_N0464,11306.78,0.434,1388.1
TX06720,ACC_N2320,19712.76,0.349,1127.2
TX03988,ACC_N1879,17245.66,0.182,1403.5
TX00006,ACC_M026,120197.53,0.962,43.9
TX04534,ACC_N1285,14796.48,0.303,1311.3
TX01017,ACC_A0176,26363.75,0.303,2123.6
TX05375,ACC_N2571,10704.2,0.341,1394.1
TX06816,ACC_N2446,18127.61,0.323,928.3
TX02634,ACC_N1211,13620.22,0.569,727.4
TX08381,ACC_N2834,13820.06,0.393,792.8
TX05878,ACC_N0879,16197.79,0.521,490.1
TX08742,ACC_N0636,1328.34,0.29,1207.9
TX01224,ACC_N0969,18850.44,0.573,334.0
TX09492,ACC_N0685,19620.88,0.424,420.3
TX03160,ACC_N1555,12954.12,0.445,1308.1
TX01722,ACC_N0908,1118.59,0.39,239.3
TX05109,ACC_N3107,11247.26,0.144,1174.7
TX05367,ACC_N3227,17074.76,0.148,645.1
TX02648,ACC_N1929,9929.7,0.42,1429.8
TX01351,ACC_N1270,5533.03,0.423,554.0
TX07143,ACC_N3470,9651.8,0.358,1426.4
TX06360,ACC_N3445,6084.14,0.508,1381.3
TX03731,ACC_N2605,11416.02,0.369,1188.5
TX00480,ACC_A0140,39050.52,0.428,1413.0
TX06838,ACC_N0557,11805.71,0.474,149.1
TX06609,ACC_N3385,10403.08,0.202,523.4
TX03427,ACC_N2255,17722.26,0.196,435.2
TX02150,ACC_N2218,9182.84,0.31,1363.2
TX08544,ACC_N2396,6458.48,0.333,1023.9
TX02085,ACC_N0435,3810.3,0.113,864.6
TX02628,ACC_N0582,12244.0,0.131,361.9
TX03366,ACC_N2963,11201.21,0.263,908.9
TX09735,ACC_N2353,16548.12,0.361,999.4
TX01799,ACC_N0968,2805.34,0.251,1428.5
TX01334,ACC_N2290,3287.74,0.481,969.4
TX06672,ACC_N2309,18861.88,0.233,619.4
TX01551,ACC_N2832,6906.88,0.294,1193.5
TX08530,ACC_N1085,2663.65,0.495,481.9
TX05145,ACC_N1259,17431.79,0.373,1439.9
TX01368,ACC_N1486,3738.46,0.316,726.8
TX02859,ACC_N2752,2092.76,0.224,446.0
TX02225,ACC_N1498,17543.27,0.251,1202.9
TX03214,ACC_N0909,2282.81,0.522,130.2
TX07798,ACC_N0776,-19252.5,0.442,767.2
TX08090,ACC_N0075,17833.24,0.311,1013.5
TX08132,ACC_N2631,4896.42,0.241,1234.5
TX01309,ACC_N1399,4388.53,0.511,286.9
TX05897,ACC_N0770,14678.54,0.275,198.5
TX06992,ACC_N2136,5942.16,0.406,1147.1
TX05865,ACC_N1225,6838.62,0.371,348.9
TX03793,ACC_N3187,2926.47,0.239,1044.0
TX02456,ACC_N2811,8237.39,0.195,261.2
TX01862,ACC_N1201,4537.61,0.325,265.0
TX01342,ACC_N0220,5777.09,0.385,233.2
TX02999,ACC_N1460,2384.49,0.571,845.7
TX08577,ACC_N2043,16705.27,0.332,198.0
TX09705,ACC_N1137,609.88,0.508,
TX05906,ACC_N1610,19305.48,0.526,1152.5
TX06891,ACC_N2207,11789.27,0.515,311.7
TX03106,ACC_N0852,9690.77,0.339,1056.0
TX06700,ACC_N1755,8857.01,0.34,143.3
TX05134,ACC_N3244,19740.59,0.535,1272.5
TX05073,ACC_N2474,4350.73,0.41,1159.3
TX07094,ACC_N1897,13096.3,0.435,1308.4
TX03996,ACC_N2709,16271.46,0.499,641.9
TX01388,ACC_N3445,11222.35,0.169,389.1
TX00593,ACC_A0141,22290.62,0.322,2318.0
TX01894,ACC_N1252,2198.63,0.204,480.8
TX08890,ACC_N0054,14877.65,0.191,1422.4
TX00276,ACC_A0256,42339.99,0.412,1257.6
TX09346,ACC_N0825,15087.05,0.233,146.5
TX06632,ACC_N1027,8533.88,0.318,979.4
TX00277,ACC_A0187,25995.89,0.677,2544.0
TX01820,ACC_N1222,12757.04,0.479,1388.4
TX05765,ACC_N2035,15404.32,0.503,814.8
TX03640,ACC_N1453,11640.99,0.495,650.8
TX00822,ACC_A0375,51845.35,0.311,2581.7
TX08590,ACC_N0696,11673.38,0.433,991.4
TX02421,ACC_N2916,10428.14,0.546,1363.1
TX00113,ACC_M059,468363.94,0.957,42.8
TX04380,ACC_N2897,13914.25,0.307,643.2
TX03095,ACC_N1410,13505.83,0.266,613.8
TX00759,ACC_A0047,44795.04,0.344,832.0
TX03445,ACC_N2241,14687.48,0.268,1393.2
TX02083,ACC_N0925,4428.55,0.443,162.4
TX09259,ACC_N0176,4591.62,0.195,551.5
TX01977,ACC_N2907,15885.95,0.557,1052.0
TX08857,ACC_N0377,9159.26,0.455,928.4
TX07634,ACC_N1912,8562.73,0.572,597.3
TX06095,ACC_N1721,5374.98,0.122,644.5
TX08494,ACC_N3411,19294.94,0.335,182.0
TX07415,ACC_N0941,-519.93,0.447,1378.5
TX07555,ACC_N1824,9896.53,0.275,1422.6
TX06871,ACC_N3371,19287.94,0.361,535.5
TX04455,ACC_N1463,18699.92,0.184,284.0
TX09584,ACC_N2554,17544.69,0.473,177.7
TX02840,ACC_N0402,12153.83,0.237,1235.0
TX02409,ACC_N2161,2820.92,0.191,277.6
TX05837,ACC_N2263,4873.04,0.496,168.3
TX05278,ACC_N2317,17274.94,0.582,415.3
TX08644,ACC_N2261,7603.56,0.244,228.7
TX06102,ACC_N1365,-9764.04,0.102,510.6
TX06857,ACC_N1715,19815.37,0.563,1311.7
TX04874,ACC_N0814,2207.72,0.463,233.5
TX00341,ACC_A0116,47471.84,0.371,834.3
TX02489,ACC_N0538,16232.08,0.51,368.0
TX01480,ACC_N3119,7552.12,0.548,752.9
TX00127,ACC_M026,418106.64,0.99,20.4
TX05911,ACC_N1916,4694.85,0.184,1209.5
TX00884,ACC_A0180,32799.53,0.616,1352.9
TX05628,ACC_N2937,18026.9,0.231,1047.5
TX02671,ACC_N0442,17635.56,0.321,1095.1
TX07912,ACC_N0428,7357.13,0.247,952.3
TX00027,ACC_M056,139853.2,0.985,25.4
TX06880,ACC_N0386,3421.84,0.575,1197.1
TX09689,ACC_N2091,1115.83,0.571,1098.1
TX04487,ACC_N2366,13326.88,0.289,965.2
TX08535,ACC_N3111,16263.46,0.317,222.7
TX05053,ACC_N1058,17082.35,0.324,1385.4
TX07672,ACC_N0505,6863.25,0.43,797.4
TX06834,ACC_N1980,6118.44,0.269,649.6
TX02926,ACC_N3417,16961.62,0.149,1296.1
TX01164,ACC_N1636,10095.06,0.429,121.6
TX05600,ACC_N1946,16295.35,0.598,266.5
TX04508,ACC_N0329,8649.2,0.338,249.3
TX01647,ACC_N3301,12777.75,0.166,
TX05442,ACC_N1999,10690.17,0.432,552.5
TX06699,ACC_N2326,16854.74,0.126,580.5
TX00666,ACC_A0190,59565.36,0.545,491.0
TX05495,ACC_N3217,19388.45,0.17,1130.1
TX07367,ACC_N2158,12369.34,0.171,769.7
TX06636,ACC_N3127,10544.15,0.524,1301.3
TX04378,ACC_N3090,10564.63,0.429,1425.9
TX02002,ACC_N2320,18017.93,0.328,802.1
TX01926,ACC_N0064,2700.44,0.554,446.2
TX02032,ACC_N1703,6661.94,0.267,789.2
TX03375,ACC_N3373,15088.06,0.164,407.0
TX08562,ACC_N1227,3446.28,0.22,340.4
TX02916,ACC_N1692,19615.09,0.195,1198.6
TX05723,ACC_N1808,14922.36,0.593,1061.8
TX00132,ACC_M049,149948.51,0.967,34.5
TX00858,ACC_A0021,19102.4,0.414,2245.0
TX03388,ACC_N3017,7058.74,0.558,835.3
TX07997,ACC_N1534,805.61,0.181,826.7
TX05717,ACC_N3319,-4340.2,0.453,598.5
TX03870,ACC_N2384,15422.78,0.177,567.7
TX08448,ACC_N0240,1884.52,0.434,728.8
TX08186,ACC_N2567,8829.57,0.431,467.2
TX09112,ACC_N0285,19171.78,0.273,1127.2
TX02088,ACC_N0381,2709.34,0.472,510.0
TX09546,ACC_N3084,2166.6,0.4,1051.5
TX05930,ACC_N2418,15615.64,0.266,1098.9
TX03422,ACC_N2728,14563.88,0.274,770.8
TX00473,ACC_A0181,43123.92,0.554,2466.7
TX01919,ACC_N1623,-8055.6,0.398,582.0
TX02276,ACC_N1184,10004.42,0.437,417.1
TX02654,ACC_N0823,15197.54,0.267,673.2
TX03019,ACC_N3030,11895.72,0.426,225.8
TX06321,ACC_N0461,10507.71,0.509,1179.4
TX04373,ACC_N1459,6988.32,0.26,768.5
TX00069,ACC_M008,83547.79,0.982,9.6
TX06654,ACC_N3329,696.39,0.241,213.6
TX08838,ACC_N1632,9623.32,0.415,1424.7
TX07081,ACC_N0863,13544.6,0.303,1140.2
TX04160,ACC_N0051,17789.0,0.119,916.8
TX03506,ACC_N0948,19425.82,0.361,809.0
TX07156,ACC_N1825,922.13,0.487,972.3
TX03542,ACC_N2702,1670.16,0.138,1183.4
TX02014,ACC_N1760,3159.22,0.293,1297.3
TX00201,ACC_A0089,24410.89,0.357,1471.2
TX00703,ACC_A0350,55667.58,0.619,430.3
TX05530,ACC_N2671,6208.46,0.171,812.3
TX03221,ACC_N3361,1225.82,0.363,684.7
TX03178,ACC_N0501,5248.8,0.39,1394.4
TX06810,ACC_N1360,15904.51,0.484,760.5
TX05914,ACC_N0528,11359.17,0.228,1373.1
TX04235,ACC_N2004,17965.06,0.582,346.7
TX03822,ACC_N0775,14841.83,0.575,1328.0
TX00267,ACC_A0072,36581.19,0.325,586.3
TX00365,ACC_A0237,17997.86,0.533,2832.7
TX00749,ACC_A0113,38967.11,0.575,1573.2
TX03590,ACC_N0465,19467.43,0.192,123.0
TX00752,ACC_A0329,55251.6,0.629,1325.4
TX09832,ACC_N1818,14733.27,0.191,662.4
TX04974,ACC_N2332,13643.14,0.274,1430.7
TX06501,ACC_N1707,12280.25,0.202,1010.0
TX07588,ACC_N1210,11674.05,0.116,426.6
TX08821,ACC_N0437,8442.97,0.318,626.0
TX06545,ACC_N1214,19081.75,0.268,729.8
TX04962,ACC_N1406,5561.23,0.171,1438.6
TX01752,ACC_N2257,19561.18,0.453,1176.2
TX06209,ACC_N0407,3213.62,0.594,266.0
TX01137,ACC_A0193,32103.35,0.649,733.7
TX06547,ACC_N2141,7075.79,0.182,1420.8
TX09121,ACC_N2713,6818.55,0.551,670.8
TX03136,ACC_N2294,9469.64,0.285,1042.3
TX04489,ACC_N1456,18656.26,0.203,505.9
TX07778,ACC_N2398,5494.94,0.49,823.8
TX03246,ACC_N1780,16175.27,0.349,1294.9
TX08326,ACC_N0912,7536.9,0.145,851.5
TX07353,ACC_N2360,6536.07,0.519,1332.3
TX02120,ACC_N1205,6311.13,0.137,349.4
TX02587,ACC_N1661,12805.46,0.125,837.1
TX03926,ACC_N2547,6721.36,0.466,977.8
TX00315,ACC_A0111,37774.68,0.393,1473.7
TX05981,ACC_N1078,15524.39,0.543,599.0
TX06453,ACC_N0643,8935.73,0.202,846.4
TX07071,ACC_N0818,7151.5,0.167,
TX09057,ACC_N2632,15564.43,0.597,874.7
TX00880,ACC_A0374,59295.81,0.366,2303.3
TX04201,ACC_N1495,3285.07,0.172,1151.6
TX09998,ACC_N0481,6338.55,0.349,1422.7
TX06038,ACC_N0388,2584.26,0.487,203.8
TX00292,ACC_A0250,46363.27,0.385,520.2
TX05702,ACC_N2290,9235.91,0.182,202.0
TX01700,ACC_N3340,14258.47,0.279,1036.9
TX04738,ACC_N1041,6321.68,0.175,376.9
TX03362,ACC_N3063,17056.35,0.505,934.3
TX06711,ACC_N0276,7308.63,0.145,1093.2
TX01062,ACC_A0018,58350.61,0.442,1574.9
TX04584,ACC_N1279,19251.81,0.508,1156.6
TX08270,ACC_N1785,6006.14,0.108,138.3
TX09234,ACC_N3454,13143.27,0.169,
TX03037,ACC_N2848,15679.35,0.388,201.7
TX08860,ACC_N2816,5195.67,0.551,130.1
TX03796,ACC_N0472,17132.41,0.201,1254.1
TX09063,ACC_N3014,18049.05,0.597,798.3
TX04471,ACC_N2757,13788.47,0.558,581.3
TX09009,ACC_N3266,970.59,0.113,1336.6
TX00398,ACC_A0149,40447.88,0.401,2039.8
TX05284,ACC_N1232,1654.85,0.487,1296.6
TX00855,ACC_A0228,39445.48,0.55,1775.5
TX08472,ACC_N1131,19004.25,0.157,397.4
TX09643,ACC_N3196,17721.73,0.422,357.3
TX08619,ACC_N3273,15361.12,0.587,1008.1
TX06644,ACC_N2881,9791.54,0.102,676.9
TX06493,ACC_N3497,3861.61,0.467,1251.9
TX02512,ACC_N0506,12619.62,0.403,379.5
TX02944,ACC_N2971,19316.11,0.248,951.2
TX08379,ACC_N2471,13671.38,0.414,591.7
TX03292,ACC_N2336,6650.62,0.236,394.4
TX07419,ACC_N0633,6881.38,0.412,976.6
TX03876,ACC_N1945,-1858.97,0.274,507.5
TX01861,ACC_N0578,11137.06,0.282,1025.2
TX07584,ACC_N1037,18696.15,0.274,1085.8
TX04056,ACC_N1616,9898.73,0.444,421.8
TX09759,ACC_N3445,10079.16,0.581,293.8
TX07644,ACC_N0105,-19038.9,0.486,478.1
TX02016,ACC_N2545,16356.38,0.149,1372.1
TX00581,ACC_A0335,52668.55,0.596,705.9
TX04503,ACC_N1973,16621.48,0.277,1090.0
TX07333,ACC_N1570,7096.57,0.549,551.1
TX01692,ACC_N1418,10503.1,0.15,1203.3
TX09701,ACC_N3464,11617.48,0.535,579.8
TX01908,ACC_N0618,16742.28,0.597,808.8
TX00311,ACC_A0174,38842.8,0.567,2564.3
TX00569,ACC_A0345,37242.32,0.325,764.9
TX08296,ACC_N0390,5607.62,0.318,1388.8
TX01821,ACC_N3450,-12848.63,0.233,1272.2
TX07835,ACC_N3327,9707.86,0.333,736.6
TX03191,ACC_N1600,3940.58,0.239,1042.4
TX08234,ACC_N0492,17690.12,0.574,1122.5
TX07709,ACC_N1245,2043.02,0.369,434.7
TX02371,ACC_N2536,16830.27,0.244,1266.5
TX01944,ACC_N1859,1548.75,0.546,587.2
TX01850,ACC_N0471,10587.22,0.168,482.1
TX09720,ACC_N2018,15969.6,0.381,205.2
TX07522,ACC_N1701,14345.57,0.538,487.8
TX06259,ACC_N1976,9173.71,0.348,431.5
TX09278,ACC_N2006,17215.41,0.291,297.3
TX07661,ACC_N1514,1893.3,0.127,1380.8
TX08903,ACC_N1348,14235.53,0.487,1212.3
TX04292,ACC_N2698,13401.03,0.53,158.1
TX06307,ACC_N2756,17742.04,0.182,1172.1
TX02108,ACC_N0319,15050.5,0.234,247.7
TX08453,ACC_N1669,11684.9,0.294,1170.3
TX00419,ACC_A0299,49706.1,0.455,1216.0
TX07532,ACC_N2401,11106.76,0.556,539.0
TX03735,ACC_N2040,6101.21,0.366,868.1
TX01353,ACC_N3447,18392.09,0.292,332.1
TX09159,ACC_N2799,19325.3,0.28,904.1
TX05570,ACC_N0040,10010.52,0.371,1334.6
TX04976,ACC_N1928,13620.67,0.293,706.5
TX07285,ACC_N2395,8743.8,0.124,1422.5
TX01606,ACC_N1013,6144.1,0.322,973.5
TX07474,ACC_N0944,1810.35,0.184,1111.5
TX08271,ACC_N2943,6264.18,0.59,1084.5
TX05616,ACC_N3410,15475.35,0.54,1085.6
TX06229,ACC_N2549,3983.92,0.557,1209.5
TX01358,ACC_N1672,9298.27,0.269,1354.9
TX06839,ACC_N2023,3851.21,0.389,938.0
TX07828,ACC_N0063,13621.9,0.329,1282.6
TX09449,ACC_N1753,9427.79,0.555,357.1
TX02568,ACC_N3056,13505.25,0.186,1027.9
TX02408,ACC_N1238,13704.33,0.287,754.1
TX07362,ACC_N1914,8299.26,0.356,149.0
TX04634,ACC_N0378,8595.69,0.323,624.4
TX09974,ACC_N2032,19896.63,0.19,1140.2
TX04760,ACC_N2941,4466.55,0.398,135.8
TX00004,ACC_M027,319396.32,0.974,29.0
TX06767,ACC_N2286,19443.94,0.455,175.0
TX05225,ACC_N2750,4598.43,0.277,183.7
TX02693,ACC_N1554,11127.15,0.182,540.1
TX06958,ACC_N2817,9958.9,0.194,509.2
TX05731,ACC_N0340,1867.3,0.515,299.9
TX09482,ACC_N2310,-1892.32,0.599,1205.1
TX03093,ACC_N1766,2745.54,0.28,
TX02875,ACC_N1054,9631.86,0.237,402.5
TX05525,ACC_N2556,-13450.98,0.407,608.7
TX06982,ACC_N2814,11424.08,0.4,628.8
TX09252,ACC_N0786,15713.27,0.301,1434.8
TX09440,ACC_N2630,11147.9,0.429,577.1
TX09034,ACC_N2034,12920.67,0.579,696.2
TX09778,ACC_N2286,8233.82,0.376,496.8
TX07189,ACC_N1291,17425.31,0.555,
TX06193,ACC_N1294,-9243.16,0.573,802.0
TX07433,ACC_N1780,2513.55,0.189,1301.8
TX06421,ACC_N2919,13627.48,0.367,224.1
TX00731,ACC_A0389,16568.93,0.593,1987.3
TX03228,ACC_N2263,4216.23,0.334,1058.5
TX03500,ACC_N2672,18543.12,0.551,1088.6
TX09736,ACC_N1278,11938.49,0.176,884.1
TX08746,ACC_N2326,6452.45,0.15,122.6
TX07462,ACC_N2195,15069.9,0.367,148.8
TX00711,ACC_A0106,20415.24,0.338,1892.5
TX07136,ACC_N1534,913.25,0.469,982.5
TX01094,ACC_A0104,55561.9,0.598,2648.3
TX01379,ACC_N1005,6957.36,0.244,712.7
TX08960,ACC_N1176,1107.15,0.552,347.8
TX06156,ACC_N2769,9661.08,0.497,1435.9
TX06131,ACC_N2074,5901.46,0.255,1137.8
TX06346,ACC_N1311,3976.1,0.498,152.9
TX08605,ACC_N0442,2892.85,0.564,1413.9
TX06163,ACC_N1644,3484.33,0.573,292.8
TX06165,ACC_N1774,8557.47,0.556,1015.9
TX09565,ACC_N0296,13165.76,0.297,492.4
TX01975,ACC_N3052,16639.67,0.507,1176.1
TX02140,ACC_N1407,7951.59,0.347,668.6
TX04878,ACC_N0638,8928.16,0.32,180.7
TX05747,ACC_N1355,6730.67,0.403,608.4
TX06246,ACC_N1068,10510.92,0.494,628.4
TX00376,ACC_A0371,40791.79,0.406,2080.2
TX08587,ACC_N2820,1865.68,0.564,472.6
TX06293,ACC_N1507,3975.88,0.466,
TX06244,ACC_N0198,19935.12,0.505,1051.8
TX08482,ACC_N1895,16176.9,0.238,449.4
TX06674,ACC_N0626,10249.56,0.222,1098.4
TX04865,ACC_N1767,8455.27,0.503,147.6
TX03881,ACC_N3457,15223.68,0.324,843.5
TX07637,ACC_N2247,14690.34,0.21,339.3
TX07759,ACC_N2665,13597.49,0.286,613.7
TX04960,ACC_N2084,19241.81,0.141,602.0
TX03598,ACC_N3299,18630.94,0.147,1043.9
TX09959,ACC_N2595,18450.81,0.496,1069.8
TX00721,ACC_A0376,41877.33,0.523,2522.2
TX08724,ACC_N2223,18913.01,0.18,425.4
TX03893,ACC_N3239,5994.94,0.381,1290.7
TX03316,ACC_N3124,3919.02,0.105,1013.1
TX09222,ACC_N1910,11645.98,0.38,588.4
TX04540,ACC_N1886,8535.88,0.546,1293.9
TX04167,ACC_N0584,17562.26,0.271,381.1
TX05536,ACC_N1774,9157.77,0.169,1094.8
TX01090,ACC_A0109,44273.02,0.54,742.3
TX01872,ACC_N1222,11840.5,0.138,771.4
TX01394,ACC_N0903,12541.82,0.551,703.5
TX04113,ACC_N0357,10360.3,0.545,1153.1
TX09405,ACC_N2329,5671.94,0.256,595.3
TX07489,ACC_N2974,2967.96,0.223,1333.2
TX08183,ACC_N1064,8834.74,0.386,197.0
TX05601,ACC_N2829,11336.24,0.278,436.4
TX03421,ACC_N0059,1718.36,0.374,424.0
TX01407,ACC_N1626,14739.75,0.512,671.5
TX08298,ACC_N2021,18511.94,0.544,834.8
TX06016,ACC_N2181,6500.62,0.407,1392.6
TX00128,ACC_M025,437328.76,0.982,40.1
TX06833,ACC_N1611,1172.83,0.276,483.1
TX08863,ACC_N0205,11433.88,0.105,539.9
TX02243,ACC_N3155,7829.12,0.208,698.5
TX03258,ACC_N3181,14498.48,0.561,746.1
TX02588,ACC_N1209,987.19,0.372,489.5
TX07275,ACC_N2343,8639.05,0.437,407.1
TX01052,ACC_A0173,20658.37,0.361,657.2
TX09459,ACC_N2875,12610.94,0.327,1396.9
TX05482,ACC_N0541,9926.15,0.181,353.4
TX05510,ACC_N2000,7038.92,0.343,1347.3
TX04728,ACC_N0761,18756.69,0.389,762.2
TX03487,ACC_N1394,9698.13,0.495,1181.9
TX04068,ACC_N2616,19925.19,0.241,1100.1
TX06602,ACC_N2269,18406.03,0.25,1253.9
TX01128,ACC_A0075,48609.41,0.425,1196.6
TX03921,ACC_N1125,13004.68,0.448,1085.2
TX04438,ACC_N1004,890.9,0.244,1344.5
TX08135,ACC_N3005,8628.56,0.574,850.2
TX02878,ACC_N3478,18685.74,0.384,544.1
TX02157,ACC_N2301,12735.62,0.376,438.3
TX09596,ACC_N1481,6779.63,0.597,1388.6
TX04938,ACC_N2629,869.09,0.442,1203.9
TX06916,ACC_N1867,18598.07,0.423,203.4
TX03783,ACC_N1389,18747.11,0.411,1114.4
TX06849,ACC_N3477,4735.87,0.463,627.5
TX07986,ACC_N3329,1485.14,0.326,132.4
TX03577,ACC_N2671,12306.17,0.289,
TX06669,ACC_N0595,18276.56,0.275,299.0
TX06393,ACC_N3463,11394.79,0.222,494.6
TX00290,ACC_A0254,17323.6,0.589,1507.8
TX07630,ACC_N1964,8742.4,0.103,893.4
TX07293,ACC_N0945,6363.44,0.322,1103.7
TX03816,ACC_N0497,8922.41,0.449,473.2
TX00461,ACC_A0360,35654.5,0.365,1446.5
TX05451,ACC_N0205,3166.34,0.475,1371.0
TX01844,ACC_N2847,15306.56,0.416,1354.9
TX04744,ACC_N0646,9028.28,0.247,874.4
TX04947,ACC_N3362,15198.72,0.549,731.6
TX08250,ACC_N1295,4834.68,0.553,1264.9
TX08123,ACC_N0092,1428.5,0.416,222.9
TX06437,ACC_N2487,2859.5,0.228,674.5
TX04112,ACC_N2549,17878.42,0.384,604.8
TX01823,ACC_N2441,10856.64,0.59,840.3
TX02706,ACC_N1413,10455.15,0.396,1342.1
TX04321,ACC_N2176,13736.37,0.405,253.8
TX09513,ACC_N1042,9665.39,0.253,232.4
TX00966,ACC_A0171,37718.02,0.539,778.3
TX00043,ACC_M037,65474.83,0.995,8.6
TX06878,ACC_N1996,-15207.51,0.258,1304.6
TX09696,ACC_N1798,8131.06,0.136,769.7
TX00436,ACC_A0184,48491.23,0.69,2323.8
TX00334,ACC_A0269,48568.85,0.548,1714.8
